pmcid,pmid,in_pmc_oa_dataset,is_pmc_openaccess,license_code,is_manuscript,is_historical_ocr,is_retracted,version,pmid_from_pmc,doi_from_pmc,title_from_pmc,has_xml,has_pdf,has_text,media_count,xml_url,pdf_url,text_url,checked_at_utc
PMC8964762,35351864,yes,yes,CC BY,no,no,no,1,35351864,10.1038/s41398-022-01881-6,Effects of APOE4 allelic dosage on lipidomic signatures in the entorhinal cortex of aged mice,yes,yes,yes,6,s3://pmc-oa-opendata/PMC8964762.1/PMC8964762.1.xml?md5=536cac8d03a60645115db365f53581a2,s3://pmc-oa-opendata/PMC8964762.1/PMC8964762.1.pdf?md5=1eddb892a96da840ba8cbf5cef83b9ec,s3://pmc-oa-opendata/PMC8964762.1/PMC8964762.1.txt?md5=04fb2a23711d70cabb6fe7842532154a,2026-08-31T10:53:25+00:00
PMC8964707,35351867,yes,yes,CC BY,no,no,no,1,35351867,10.1038/s41398-022-01899-w,"APOE-ε4 modulates the association among plasma Aβ42/Aβ40, vascular diseases, neurodegeneration and cognitive decline in non-demented elderly adults",yes,yes,yes,5,s3://pmc-oa-opendata/PMC8964707.1/PMC8964707.1.xml?md5=338112ed83b1a31eae900df47ac48b7b,s3://pmc-oa-opendata/PMC8964707.1/PMC8964707.1.pdf?md5=345dd19f8018bba44cf4bd7da5ae2860,s3://pmc-oa-opendata/PMC8964707.1/PMC8964707.1.txt?md5=58b35a9ae03e1d1bbf9f764c75cbd737,2026-08-31T10:53:27+00:00
PMC9128811,35352105,yes,yes,CC BY-NC,no,no,no,1,35352105,10.1093/brain/awab405,Amyloid pathology but not APOE ε4 status is permissive for tau-related hippocampal dysfunction,yes,yes,yes,4,s3://pmc-oa-opendata/PMC9128811.1/PMC9128811.1.xml?md5=45ad118c366b58eb31a23b286f83c9bf,s3://pmc-oa-opendata/PMC9128811.1/PMC9128811.1.pdf?md5=33a65d81bb9c3eb609248bac546ef20c,s3://pmc-oa-opendata/PMC9128811.1/PMC9128811.1.txt?md5=85d5f9a8a9be4e6336dc85996724847d,2026-08-31T10:53:29+00:00
PMC9187556,35352314,yes,yes,CC BY,no,no,no,1,35352314,10.1007/s13365-022-01071-6,Neurological soft signs and brain morphology in people living with HIV,yes,yes,yes,1,s3://pmc-oa-opendata/PMC9187556.1/PMC9187556.1.xml?md5=33c7da35050dcc2aa3a333f1c494b4c5,s3://pmc-oa-opendata/PMC9187556.1/PMC9187556.1.pdf?md5=c4427b85764b1e8447336bf835b61585,s3://pmc-oa-opendata/PMC9187556.1/PMC9187556.1.txt?md5=533c489c36df823c10acd0030361f4a1,2026-08-31T10:53:30+00:00
PMC9519810,35353757,yes,no,TDM,yes,no,no,1,35353757,10.1097/NCC.0000000000001083,Association between Cardiovascular Disease and Cognitive Dysfunction in Breast Cancer Survivors,yes,no,yes,0,s3://pmc-oa-opendata/PMC9519810.1/PMC9519810.1.xml?md5=3e4ae8b67dbb5649fb8d850ca602fe8b,,s3://pmc-oa-opendata/PMC9519810.1/PMC9519810.1.txt?md5=d1be30ed4c03d1b9ad3d999d3884eab8,2026-08-31T10:53:32+00:00
PMC8967000,35353825,yes,yes,CC BY,no,no,no,1,35353825,10.1371/journal.pone.0262722,Classification of Alzheimer’s disease progression based on sMRI using gray matter volume and lateralization index,yes,yes,yes,10,s3://pmc-oa-opendata/PMC8967000.1/PMC8967000.1.xml?md5=0f08373d86820aa7df36605298f383e6,s3://pmc-oa-opendata/PMC8967000.1/PMC8967000.1.pdf?md5=3a66f727c5144d6a354453a6ba76f08d,s3://pmc-oa-opendata/PMC8967000.1/PMC8967000.1.txt?md5=c68cddb14daf7e527cb9f1685b4d5742,2026-08-31T10:53:34+00:00
PMC8969347,35354468,yes,yes,CC BY,no,no,no,1,35354468,10.1186/s13195-022-00992-y,"APOE ε4, Alzheimer’s disease neuropathology and sleep disturbance, in individuals with and without dementia",yes,yes,yes,4,s3://pmc-oa-opendata/PMC8969347.1/PMC8969347.1.xml?md5=3bc87b21577e1df3caa3029b1c0f81b2,s3://pmc-oa-opendata/PMC8969347.1/PMC8969347.1.pdf?md5=c50e33c2bb93757c23d5ec991d2702a7,s3://pmc-oa-opendata/PMC8969347.1/PMC8969347.1.txt?md5=07eb41af99a7b48398652c7e7f75b1cc,2026-08-31T10:53:36+00:00
PMC9012269,35354581,no,,,,,,,,,,,,,,,,,2026-08-31T10:53:37+00:00
PMC8959982,35355584,yes,yes,CC BY,no,no,no,1,35355584,10.3389/fnhum.2022.799881,Abnormality of Functional Connections in the Resting State Brains of Schizophrenics,yes,yes,yes,5,s3://pmc-oa-opendata/PMC8959982.1/PMC8959982.1.xml?md5=8a23cc47600ff3284d86ca0e904b2930,s3://pmc-oa-opendata/PMC8959982.1/PMC8959982.1.pdf?md5=1079acb0ad05c2b0d49fd5fc6502fda2,s3://pmc-oa-opendata/PMC8959982.1/PMC8959982.1.txt?md5=527dad7c523f0cfaed4513731758d44c,2026-08-31T10:53:39+00:00
PMC8959454,35355709,yes,yes,CC BY,no,no,no,1,35355709,10.3389/fphar.2022.847387,Drug Discovery of DKK1 Inhibitors,yes,yes,yes,4,s3://pmc-oa-opendata/PMC8959454.1/PMC8959454.1.xml?md5=8741bde23a1f4c7a5adfd59eef646ee1,s3://pmc-oa-opendata/PMC8959454.1/PMC8959454.1.pdf?md5=8ba9120dabe0c714dadb452c5d13bcec,s3://pmc-oa-opendata/PMC8959454.1/PMC8959454.1.txt?md5=e586022a8f697c7525806de0acc7ee9f,2026-08-31T10:53:40+00:00
PMC8963308,35356033,no,,,,,,,,,,,,,,,,,2026-08-31T10:53:41+00:00
PMC8963312,35356035,yes,yes,CC BY,no,no,no,1,35356035,10.1093/braincomms/fcac055,Tau and the fractionated default mode network in atypical Alzheimer’s disease,yes,yes,yes,6,s3://pmc-oa-opendata/PMC8963312.1/PMC8963312.1.xml?md5=931444e9aa875d09f584ef505d974ab4,s3://pmc-oa-opendata/PMC8963312.1/PMC8963312.1.pdf?md5=b4d367b30e40fd16a6a062d85fd2b679,s3://pmc-oa-opendata/PMC8963312.1/PMC8963312.1.txt?md5=4848dc297b795440222ac3c8c827d93a,2026-08-31T10:53:43+00:00
PMC8959926,35356299,yes,yes,CC BY,no,no,no,1,35356299,10.3389/fnagi.2022.831807,Endogenous and Exogenous Estrogen Exposures: How Women’s Reproductive Health Can Drive Brain Aging and Inform Alzheimer’s Prevention,yes,yes,yes,3,s3://pmc-oa-opendata/PMC8959926.1/PMC8959926.1.xml?md5=a792a9d4311451c6388d02582c8aed14,s3://pmc-oa-opendata/PMC8959926.1/PMC8959926.1.pdf?md5=4f26762ed3316bef538ea59fce74eb11,s3://pmc-oa-opendata/PMC8959926.1/PMC8959926.1.txt?md5=11f72eb53aff08dbe3a0f3309fefe1f4,2026-08-31T10:53:45+00:00
PMC8949877,35356486,yes,yes,CC BY-NC,no,no,no,1,35356486,10.1002/dad2.12296,Blood‐brain barrier dysfunction and reduced cerebrospinal fluid levels of soluble amyloid precursor protein‐β in patients with subcortical small‐vessel disease,yes,yes,yes,3,s3://pmc-oa-opendata/PMC8949877.1/PMC8949877.1.xml?md5=57410dd4cdbddd1087bb96d2a08983c1,s3://pmc-oa-opendata/PMC8949877.1/PMC8949877.1.pdf?md5=e4f512d9591c18d32c254bc31de8f835,s3://pmc-oa-opendata/PMC8949877.1/PMC8949877.1.txt?md5=d86d61d27d113241ca81642af514b1ba,2026-08-31T10:53:47+00:00
PMC8943602,35356741,yes,yes,CC BY-NC,no,no,no,1,35356741,10.1002/trc2.12271,Frequency of missed or delayed diagnosis in dementia is associated with neighborhood socioeconomic status,yes,yes,yes,4,s3://pmc-oa-opendata/PMC8943602.1/PMC8943602.1.xml?md5=78ebdaed86335423590067f9fc1a49cf,s3://pmc-oa-opendata/PMC8943602.1/PMC8943602.1.pdf?md5=aef94ea39b238382242a104ab1bf9070,s3://pmc-oa-opendata/PMC8943602.1/PMC8943602.1.txt?md5=d12813f98d6433338ca81961c4457d8b,2026-08-31T10:53:49+00:00
PMC8958686,35356753,yes,yes,CC BY,no,no,no,1,35356753,10.1177/17562872221087660,Cognitive function in patients undergoing cystectomy for bladder cancer – results from a prospective observational study,yes,yes,yes,7,s3://pmc-oa-opendata/PMC8958686.1/PMC8958686.1.xml?md5=bb7204f446612c96c1f2c5123196ef4f,s3://pmc-oa-opendata/PMC8958686.1/PMC8958686.1.pdf?md5=3cfab781e3afe632aa4b1222457fb96d,s3://pmc-oa-opendata/PMC8958686.1/PMC8958686.1.txt?md5=5b86570c626f8ab6039fa53532aa95db,2026-08-31T10:53:50+00:00
PMC9026285,35357812,yes,yes,CC BY-NC-ND,no,no,no,1,35357812,10.1021/acschemneuro.2c00057,O-GlcNAcase Inhibitor ASN90 is a Multimodal Drug Candidate for Tau and α-Synuclein Proteinopathies,yes,yes,yes,10,s3://pmc-oa-opendata/PMC9026285.1/PMC9026285.1.xml?md5=49c34b6d0c838d4d7060d6a806585f82,s3://pmc-oa-opendata/PMC9026285.1/PMC9026285.1.pdf?md5=0d72dea2425abea96dbaf6db7e3c1a12,s3://pmc-oa-opendata/PMC9026285.1/PMC9026285.1.txt?md5=1d1470ac097784c3b3e425764f7649d4,2026-08-31T10:53:52+00:00
PMC9492904,35357951,no,,,,,,,,,,,,,,,,,2026-08-31T10:53:53+00:00
PMC8970386,35358240,yes,yes,CC BY,no,no,no,1,35358240,10.1371/journal.pone.0265484,A prospective multicenter validation study of a machine learning algorithm classifier on quantitative electroencephalogram for differentiating between dementia with Lewy bodies and Alzheimer’s dementia,yes,yes,yes,14,s3://pmc-oa-opendata/PMC8970386.1/PMC8970386.1.xml?md5=15729261306aa948b2b71e6d06d4824f,s3://pmc-oa-opendata/PMC8970386.1/PMC8970386.1.pdf?md5=cefaa4b595957db7abadcda2783e8219,s3://pmc-oa-opendata/PMC8970386.1/PMC8970386.1.txt?md5=1ec9c9d9e1dcb6f707e6e096bd6e4051,2026-08-31T10:53:55+00:00
PMC9701560,35358703,yes,yes,CC BY-NC-ND,yes,no,no,1,35358703,10.1016/j.nbd.2022.105714,CSF Tau phosphorylation at Thr205 is associated with loss of white matter integrity in autosomal dominant Alzheimer disease,yes,yes,yes,6,s3://pmc-oa-opendata/PMC9701560.1/PMC9701560.1.xml?md5=a9f8b233c389a483701e1799d2d0e7f1,s3://pmc-oa-opendata/PMC9701560.1/PMC9701560.1.pdf?md5=a94c3efee4de7dc25e32725803fb0573,s3://pmc-oa-opendata/PMC9701560.1/PMC9701560.1.txt?md5=7ee80352091fb416723772413d89844c,2026-08-31T10:53:57+00:00
PMC8961006,35359800,yes,yes,CC BY-NC,no,no,no,1,35359800,10.2147/CLEP.S350396,Time Trends in Incidence of Reported Memory Concerns and Cognitive Decline: A Cohort Study in UK Primary Care,yes,yes,yes,4,s3://pmc-oa-opendata/PMC8961006.1/PMC8961006.1.xml?md5=c6e55ec640bdcd3127c50afbe87c4ee7,s3://pmc-oa-opendata/PMC8961006.1/PMC8961006.1.pdf?md5=8f9a0d32eb8126cad90d3a6c81528049,s3://pmc-oa-opendata/PMC8961006.1/PMC8961006.1.txt?md5=32970a209bfbeee20c3f10160c5d621b,2026-08-31T10:54:05+00:00
PMC8961408,35360160,yes,yes,CC BY,no,no,no,1,35360160,10.3389/fnins.2022.773347,Getting Into the Brain: The Intranasal Approach to Enhance the Delivery of Nerve Growth Factor and Its Painless Derivative in Alzheimer’s Disease and Down Syndrome,yes,yes,yes,2,s3://pmc-oa-opendata/PMC8961408.1/PMC8961408.1.xml?md5=90c37eca8403d2a7e67f675d02fe02dd,s3://pmc-oa-opendata/PMC8961408.1/PMC8961408.1.pdf?md5=09424842c2ef9b589f495eb04a540088,s3://pmc-oa-opendata/PMC8961408.1/PMC8961408.1.txt?md5=68ba18a7d26976b6f3ecfda4e655ee97,2026-08-31T10:54:07+00:00
PMC8964122,35360211,yes,yes,CC BY,no,no,no,1,35360211,10.3389/fnagi.2022.858162,VAMP2 Expression and Genotype Are Possible Discriminators in Different Forms of Dementia,yes,yes,yes,3,s3://pmc-oa-opendata/PMC8964122.1/PMC8964122.1.xml?md5=d95a7cc1986221332d14326e8901c761,s3://pmc-oa-opendata/PMC8964122.1/PMC8964122.1.pdf?md5=9e4e63f8fc6fdfbfd5b009e224068a37,s3://pmc-oa-opendata/PMC8964122.1/PMC8964122.1.txt?md5=0ca2467ec4e89e7a2274618935bc4b65,2026-08-31T10:54:09+00:00
PMC8961023,35360212,yes,yes,CC BY,no,no,no,1,35360212,10.3389/fnagi.2022.771413,Effect of 3-Month Aerobic Dance on Hippocampal Volume and Cognition in Elderly People With Amnestic Mild Cognitive Impairment: A Randomized Controlled Trial,yes,yes,yes,1,s3://pmc-oa-opendata/PMC8961023.1/PMC8961023.1.xml?md5=2de3b81740d64e59682e5240eacc3ade,s3://pmc-oa-opendata/PMC8961023.1/PMC8961023.1.pdf?md5=29283e183d51445b7a72edf856017459,s3://pmc-oa-opendata/PMC8961023.1/PMC8961023.1.txt?md5=3688b933345c7da8b04ced42a10e47b4,2026-08-31T10:54:11+00:00
PMC8963375,35360215,yes,yes,CC BY,no,no,no,1,35360215,10.3389/fnagi.2022.683689,Diagnostic Accuracy of Blood-Based Biomarker Panels: A Systematic Review,yes,yes,yes,5,s3://pmc-oa-opendata/PMC8963375.1/PMC8963375.1.xml?md5=55368c479e978ecbb78afd6459e1a793,s3://pmc-oa-opendata/PMC8963375.1/PMC8963375.1.pdf?md5=0f5b81618c477409352b8d81340c0d36,s3://pmc-oa-opendata/PMC8963375.1/PMC8963375.1.txt?md5=9d0e72cfb4f975cf7f5c87b9fcd68377,2026-08-31T10:54:12+00:00
PMC8925122,35360272,yes,yes,CC BY-NC,no,no,no,1,35360272,10.3233/ADR-210056,Salivary Proteomics Identifies Transthyretin as a Biomarker of Early Dementia Conversion,yes,yes,yes,4,s3://pmc-oa-opendata/PMC8925122.1/PMC8925122.1.xml?md5=ab3a3f71851f50794a1fb83cb37a8593,s3://pmc-oa-opendata/PMC8925122.1/PMC8925122.1.pdf?md5=b84ba2685cc39dc2035f4482604b6e4a,s3://pmc-oa-opendata/PMC8925122.1/PMC8925122.1.txt?md5=cf0ed9741ca85053425117f7c09220ed,2026-08-31T10:54:14+00:00
PMC8925117,35360273,yes,yes,CC BY-NC,no,no,no,1,35360273,10.3233/ADR-210043,Effects of a Personalized Music Intervention for Persons with Dementia and their Caregivers,yes,yes,yes,0,s3://pmc-oa-opendata/PMC8925117.1/PMC8925117.1.xml?md5=f51b502b139fe1aec72e920bbdce6667,s3://pmc-oa-opendata/PMC8925117.1/PMC8925117.1.pdf?md5=656a25984a2499444c4d1552d36200aa,s3://pmc-oa-opendata/PMC8925117.1/PMC8925117.1.txt?md5=1e7d5571158a8f2b901700c0b99fd4ab,2026-08-31T10:54:16+00:00
PMC8925139,35360276,yes,yes,CC BY-NC,no,no,no,1,35360276,10.3233/ADR-210045,The Relationship Between Hearing and Mild Behavioral Impairment and the Influence of Sex: A Study of Older Adults Without Dementia from the COMPASS-ND Study,yes,yes,yes,2,s3://pmc-oa-opendata/PMC8925139.1/PMC8925139.1.xml?md5=f330afc4c7280e60d36877150b03987a,s3://pmc-oa-opendata/PMC8925139.1/PMC8925139.1.pdf?md5=4752ea2dc651606b145dc6f4f58cffd3,s3://pmc-oa-opendata/PMC8925139.1/PMC8925139.1.txt?md5=786492ddd8a0e84ac57dcb6000828781,2026-08-31T10:54:18+00:00
PMC8963351,35360611,yes,yes,CC BY,no,no,no,1,35360611,10.3389/fpsyg.2022.847590,Age-Related Performance in Using a Fully Immersive and Automated Virtual Reality System to Assess Cognitive Function,yes,yes,yes,3,s3://pmc-oa-opendata/PMC8963351.1/PMC8963351.1.xml?md5=edb8f327c8d14136724338f4124e2148,s3://pmc-oa-opendata/PMC8963351.1/PMC8963351.1.pdf?md5=6ba545f75e709ccfa065d6ac68297a09,s3://pmc-oa-opendata/PMC8963351.1/PMC8963351.1.txt?md5=790f40d3b7c6be5d3ab49ccead685159,2026-08-31T10:54:20+00:00
PMC8971768,35361653,yes,yes,CC BY-NC,no,no,no,1,35361653,10.1136/bmjopen-2021-059988,"Protocol for SYNchronising Exercises, Remedies in GaIt and Cognition at Home (SYNERGIC@Home): feasibility of a home-based double-blind randomised controlled trial to improve gait and cognition in individuals at risk for dementia",yes,yes,yes,5,s3://pmc-oa-opendata/PMC8971768.1/PMC8971768.1.xml?md5=5f9630736d38374e7a634df1bcc53d69,s3://pmc-oa-opendata/PMC8971768.1/PMC8971768.1.pdf?md5=0e2e57e4a3b5c7195d22a534d81bc2ad,s3://pmc-oa-opendata/PMC8971768.1/PMC8971768.1.txt?md5=9a46da5c48445703a7e343e452ea0ee4,2026-08-31T10:54:21+00:00
PMC9542133,35362093,yes,yes,CC BY-NC,no,no,no,1,35362093,10.1111/jgs.17768,The Wisconsin Alzheimer's Institute Dementia Diagnostic Clinic Network: A community of practice to improve dementia care,yes,yes,yes,3,s3://pmc-oa-opendata/PMC9542133.1/PMC9542133.1.xml?md5=13ddaf94f69920fe00cf0fa3ff3a0258,s3://pmc-oa-opendata/PMC9542133.1/PMC9542133.1.pdf?md5=dbb7f072fba1a2acdd4d3e317e0fab24,s3://pmc-oa-opendata/PMC9542133.1/PMC9542133.1.txt?md5=1817925b1d9b70a6b03e1f45ea2d43c5,2026-08-31T10:54:23+00:00
PMC9525451,35362200,yes,no,TDM,yes,no,no,1,35362200,10.1002/alz.12661,Biomarker clustering in autosomal dominant Alzheimer’s disease,yes,no,yes,0,s3://pmc-oa-opendata/PMC9525451.1/PMC9525451.1.xml?md5=b563f2d52c67e025a59d7b09edff0e60,,s3://pmc-oa-opendata/PMC9525451.1/PMC9525451.1.txt?md5=644236d24c56bc019796d812c0074742,2026-08-31T10:54:25+00:00
PMC10084195,35362229,yes,yes,CC BY-NC,no,no,no,1,35362229,10.1002/alz.12650,The clinical profile of cerebral small vessel disease: Toward an evidence‐based identification of cognitive markers,yes,yes,yes,6,s3://pmc-oa-opendata/PMC10084195.1/PMC10084195.1.xml?md5=5ccc237d1bee685a193fa0fa1c54bccd,s3://pmc-oa-opendata/PMC10084195.1/PMC10084195.1.pdf?md5=85057c8f48576369ff4bfa0f940c93e1,s3://pmc-oa-opendata/PMC10084195.1/PMC10084195.1.txt?md5=b29fe16b1a4e7b7ad6f02115ed8c141c,2026-08-31T10:54:26+00:00
PMC9957874,35362880,yes,yes,CC BY,no,no,no,2,35362880,10.1007/s10571-022-01216-5,Cerebrospinal Fluid Profile of Lipid Mediators in Alzheimer’s Disease,yes,yes,yes,9,s3://pmc-oa-opendata/PMC9957874.2/PMC9957874.2.xml?md5=4e42f6eaedc3b4f5ee0919aaafad482e,s3://pmc-oa-opendata/PMC9957874.2/PMC9957874.2.pdf?md5=da9b9758c64d2da9e0e464817c2fc044,s3://pmc-oa-opendata/PMC9957874.2/PMC9957874.2.txt?md5=dfb66777a048c127e763ef10cc9a0c2e,2026-08-31T10:54:28+00:00
PMC9790481,35363382,yes,yes,CC BY-NC-ND,no,no,no,1,35363382,10.1002/JPER.21-0620,Periodontitis and cognitive impairment in older adults: The mediating role of mitochondrial dysfunction,yes,yes,yes,8,s3://pmc-oa-opendata/PMC9790481.1/PMC9790481.1.xml?md5=36cbdaf72395a063a3289d352382dc18,s3://pmc-oa-opendata/PMC9790481.1/PMC9790481.1.pdf?md5=07ca7344793837f30c7169f0ee30ad12,s3://pmc-oa-opendata/PMC9790481.1/PMC9790481.1.txt?md5=7ac70d08c23927a39136d43844eb5f6b,2026-08-31T10:54:30+00:00
PMC10938586,35363517,yes,yes,CC BY,no,no,no,1,35363517,10.1126/sciadv.abm5667,Associations of plasma soluble CD22 levels with brain amyloid burden and cognitive decline in Alzheimer’s disease,yes,yes,yes,7,s3://pmc-oa-opendata/PMC10938586.1/PMC10938586.1.xml?md5=6a18d256306326f0d8fc07ba1b1a20ba,s3://pmc-oa-opendata/PMC10938586.1/PMC10938586.1.pdf?md5=85bab938a1bad02dfa7b35f0df717744,s3://pmc-oa-opendata/PMC10938586.1/PMC10938586.1.txt?md5=446ca95a08b4c9e7e0aafd45e091e51b,2026-08-31T10:54:32+00:00
PMC8976293,35365132,yes,yes,CC BY,no,no,no,1,35365132,10.1186/s12909-022-03299-6,Barriers and gaps in headache education: a national cross-sectional survey of neurology residents in Denmark,yes,yes,yes,2,s3://pmc-oa-opendata/PMC8976293.1/PMC8976293.1.xml?md5=18e47bd89a95f028ac27bf75426c129c,s3://pmc-oa-opendata/PMC8976293.1/PMC8976293.1.pdf?md5=8022d54b3dca7cf2c35ce38cfe1d6efd,s3://pmc-oa-opendata/PMC8976293.1/PMC8976293.1.txt?md5=77322da021e8950a48761a07539eee11,2026-08-31T10:54:33+00:00
PMC8976015,35365609,yes,yes,CC BY,no,no,no,1,35365609,10.1038/s41398-022-01897-y,Sleep in Alzheimer’s disease: a systematic review and meta-analysis of polysomnographic findings,yes,yes,yes,3,s3://pmc-oa-opendata/PMC8976015.1/PMC8976015.1.xml?md5=d9f6818feb49a4d22d888beca75ca27f,s3://pmc-oa-opendata/PMC8976015.1/PMC8976015.1.pdf?md5=d087f0a0c7b4538637f09b0c16e8e5ba,s3://pmc-oa-opendata/PMC8976015.1/PMC8976015.1.txt?md5=94afdfa1d19251744fa7f781456a01bf,2026-08-31T10:54:35+00:00
PMC10063439,35365783,yes,yes,CC BY,no,no,no,1,35365783,10.1038/s41371-022-00681-1,Left ventricular hypertrophy and incident cognitive decline in older adults with hypertension,yes,yes,yes,1,s3://pmc-oa-opendata/PMC10063439.1/PMC10063439.1.xml?md5=b98af3b89e5991ff0fd074123dc4f44d,s3://pmc-oa-opendata/PMC10063439.1/PMC10063439.1.pdf?md5=1795480b6445a6a5fe499e07e6f01660,s3://pmc-oa-opendata/PMC10063439.1/PMC10063439.1.txt?md5=3d9de3bebd04f6724ab202ff059c54d8,2026-08-31T10:54:37+00:00
PMC10084251,35366050,yes,yes,CC BY-NC-ND,no,no,no,1,35366050,10.1002/alz.12630,Identifying best practices for disclosure of amyloid imaging results: A randomized controlled trial,yes,yes,yes,4,s3://pmc-oa-opendata/PMC10084251.1/PMC10084251.1.xml?md5=81cddd28510689fa3abf7214a8bc94cb,s3://pmc-oa-opendata/PMC10084251.1/PMC10084251.1.pdf?md5=78388a2354517e89f0a3a593c19ed9ec,s3://pmc-oa-opendata/PMC10084251.1/PMC10084251.1.txt?md5=dd871365825f868b9becc6d55470f0b9,2026-08-31T10:54:38+00:00
PMC9038848,35366087,yes,yes,CC BY,no,no,no,1,35366087,10.1007/s00401-022-02416-5,"Patterns of amygdala region pathology in LATE-NC: subtypes that differ with regard to TDP-43 histopathology, genetic risk factors, and comorbid pathologies",yes,yes,yes,16,s3://pmc-oa-opendata/PMC9038848.1/PMC9038848.1.xml?md5=c6706d8538b34442854aab2ce8576c7f,s3://pmc-oa-opendata/PMC9038848.1/PMC9038848.1.pdf?md5=20e8591c47c05d480ca171fc277b87f4,s3://pmc-oa-opendata/PMC9038848.1/PMC9038848.1.txt?md5=9bd962f95de25d73045fa748e0af4ad5,2026-08-31T10:54:40+00:00
PMC8976111,35366105,yes,yes,CC BY,no,no,no,3,35366105,10.1007/s00018-022-04225-1,Inhibition of colony stimulating factor-1 receptor (CSF-1R) as a potential therapeutic strategy for neurodegenerative diseases: opportunities and challenges,yes,yes,yes,1,s3://pmc-oa-opendata/PMC8976111.3/PMC8976111.3.xml?md5=8a92b880f34e3e709b18840b1c04c806,s3://pmc-oa-opendata/PMC8976111.3/PMC8976111.3.pdf?md5=5698cc455cb84e220bf7fb4c3797b54b,s3://pmc-oa-opendata/PMC8976111.3/PMC8976111.3.txt?md5=8b4201274e0df50d59ec8645961fadfb,2026-08-31T10:54:42+00:00
PMC9037260,35366243,yes,yes,CC BY,no,no,no,1,35366243,10.18632/aging.203993,Association between sleep parameters and longitudinal shortening of telomere length,yes,yes,yes,3,s3://pmc-oa-opendata/PMC9037260.1/PMC9037260.1.xml?md5=18be02ff029d81c4b9b5aa650d0f3a3c,s3://pmc-oa-opendata/PMC9037260.1/PMC9037260.1.pdf?md5=8ab4aaf4b5a73fa0a1bdb06221fcb0e0,s3://pmc-oa-opendata/PMC9037260.1/PMC9037260.1.txt?md5=a3e5ecdc300b724b0e31d168c6104223,2026-08-31T10:54:44+00:00
PMC9124312,35366382,yes,yes,CC BY,no,no,no,1,35366382,10.1111/acel.13601,Improved cognitive impairments by silencing DMP1 via enhancing the proliferation of neural progenitor cell in Alzheimer‐like mice,yes,yes,yes,8,s3://pmc-oa-opendata/PMC9124312.1/PMC9124312.1.xml?md5=2dd8e5bfdc2235f10141523dc3e3fd1e,s3://pmc-oa-opendata/PMC9124312.1/PMC9124312.1.pdf?md5=1234f45ae7d745ae09c018466eab903f,s3://pmc-oa-opendata/PMC9124312.1/PMC9124312.1.txt?md5=e8549746aaf7d5a53b78e28211884994,2026-08-31T10:54:45+00:00
PMC8972005,35366503,yes,yes,CC BY-NC-ND,no,no,no,1,35366503,10.1016/j.breast.2022.03.012,Geriatric assessment tool application in treatment recommendations for older women with breast cancer,yes,yes,yes,0,s3://pmc-oa-opendata/PMC8972005.1/PMC8972005.1.xml?md5=6d06c798a18d04cd8ef045e092915ecf,s3://pmc-oa-opendata/PMC8972005.1/PMC8972005.1.pdf?md5=93d79f7ef364777b02e33ad08384fa94,s3://pmc-oa-opendata/PMC8972005.1/PMC8972005.1.txt?md5=4840421c889d908fe92d523a48c36d12,2026-08-31T10:54:47+00:00
PMC9169561,35367962,yes,no,TDM,yes,no,no,1,35367962,10.3233/JAD-215388,Measuring Subjective Cognitive Decline in Older Adults: Harmonization Between the Cognitive Change Index and the Measurement of Everyday Cognition Instruments,yes,no,yes,0,s3://pmc-oa-opendata/PMC9169561.1/PMC9169561.1.xml?md5=f595a103ed6817728b75a0fab2593a83,,s3://pmc-oa-opendata/PMC9169561.1/PMC9169561.1.txt?md5=4e99f02caeae4a6af13f28ba77270b1e,2026-08-31T10:54:49+00:00
PMC9661343,35367964,yes,yes,CC BY-NC,no,no,no,1,35367964,10.3233/JAD-215421,Exploring Network Properties Across Preclinical Stages of Alzheimer’s Disease Using a Visual Short-Term Memory and Attention Task with High-Density Electroencephalography: A Brain-Connectome Neurophysiological Study,yes,yes,yes,6,s3://pmc-oa-opendata/PMC9661343.1/PMC9661343.1.xml?md5=82073f072e1757da1357d8c325ba02da,s3://pmc-oa-opendata/PMC9661343.1/PMC9661343.1.pdf?md5=b68a220f55c1475d19ba16ae35ab9418,s3://pmc-oa-opendata/PMC9661343.1/PMC9661343.1.txt?md5=0d7971b3736d022cb1e1ae79055cb26a,2026-08-31T10:54:51+00:00
PMC9930625,35368064,no,,,,,,,,,,,,,,,,,2026-08-31T10:54:51+00:00
PMC8966485,35368260,yes,yes,CC BY,no,no,no,1,35368260,10.3389/fnins.2022.847074,An in vivo Pig Model for Testing Novel Positron Emission Tomography Radioligands Targeting Cerebral Protein Aggregates,yes,yes,yes,7,s3://pmc-oa-opendata/PMC8966485.1/PMC8966485.1.xml?md5=93cbcfacdadb2b6f2ada72cd4d6d4c2d,s3://pmc-oa-opendata/PMC8966485.1/PMC8966485.1.pdf?md5=612ed1a0697f2113daa3f99759199ff5,s3://pmc-oa-opendata/PMC8966485.1/PMC8966485.1.txt?md5=5725ae6c6bc2bf3f6d8b6aa56be662a0,2026-08-31T10:54:53+00:00
