pmcid,pmid,doi,title,license_code,is_retracted,is_manuscript,version,source_xml_url,resolved_url,expected_md5,actual_md5,md5_verified,filename,bytes,status,http_status,attempts,downloaded_at_utc,error
PMC9985868,36870957,10.1186/s12877-023-03854-w,Association of laxatives use with incident dementia and modifying effect of genetic susceptibility: a population-based cohort study with propensity score matching,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9985868.1/PMC9985868.1.xml?md5=8a49a3a5f7897786ed042ab7a7ee25b6,https://pmc-oa-opendata.s3.amazonaws.com/PMC9985868.1/PMC9985868.1.xml,8a49a3a5f7897786ed042ab7a7ee25b6,8a49a3a5f7897786ed042ab7a7ee25b6,yes,PMC9985868.xml,138495,ok,200,1,2026-09-01T17:07:19+00:00,
PMC9985951,36883088,10.7759/cureus.34605,The Impact of the Six Pillars of Lifestyle Medicine on Brain Health,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9985951.1/PMC9985951.1.xml?md5=4af185868e0c8dcad7ecb4756b677036,https://pmc-oa-opendata.s3.amazonaws.com/PMC9985951.1/PMC9985951.1.xml,4af185868e0c8dcad7ecb4756b677036,4af185868e0c8dcad7ecb4756b677036,yes,PMC9985951.xml,74437,ok,200,1,2026-09-01T17:08:29+00:00,
PMC9986404,36068999,10.1080/13607863.2022.2118666,The Relationship of Caregiver Self-efficacy to Caregiver Outcomes: A Correlation and Mediation Analysis,TDM,no,yes,319,s3://pmc-oa-opendata/PMC9986404.319/PMC9986404.319.xml?md5=f6c9c13957dcd11080c2cb952a277a3a,https://pmc-oa-opendata.s3.amazonaws.com/PMC9986404.319/PMC9986404.319.xml,f6c9c13957dcd11080c2cb952a277a3a,f6c9c13957dcd11080c2cb952a277a3a,yes,PMC9986404.xml,85362,ok,200,1,2026-09-01T16:13:16+00:00,
PMC9986650,36891021,10.7759/cureus.34613,Predicting Postoperative Emergence Delirium From the Heart Rate Variability of Patients Undergoing Elective Cardiac Surgery,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9986650.1/PMC9986650.1.xml?md5=bc6389636b9ea8076e5b94021e76a895,https://pmc-oa-opendata.s3.amazonaws.com/PMC9986650.1/PMC9986650.1.xml,bc6389636b9ea8076e5b94021e76a895,bc6389636b9ea8076e5b94021e76a895,yes,PMC9986650.xml,47947,ok,200,1,2026-09-01T17:08:48+00:00,
PMC9986707,36891256,10.3233/ADR-220069,Mindfulness and Care Experience in Family Caregivers of Persons Living with Dementia,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC9986707.1/PMC9986707.1.xml?md5=4373e17b1252bcb49b0399cdda3c7b48,https://pmc-oa-opendata.s3.amazonaws.com/PMC9986707.1/PMC9986707.1.xml,4373e17b1252bcb49b0399cdda3c7b48,4373e17b1252bcb49b0399cdda3c7b48,yes,PMC9986707.xml,154801,ok,200,1,2026-09-01T17:08:55+00:00,
PMC9986710,36891252,10.3233/ADR-220090,The Effects of SARS-CoV-2 Infection on the Cognitive Functioning of Patients with Pre-Existing Dementia,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC9986710.1/PMC9986710.1.xml?md5=36a19a72fb4f90d1ade6b7cdd9231d00,https://pmc-oa-opendata.s3.amazonaws.com/PMC9986710.1/PMC9986710.1.xml,36a19a72fb4f90d1ade6b7cdd9231d00,36a19a72fb4f90d1ade6b7cdd9231d00,yes,PMC9986710.xml,181032,ok,200,1,2026-09-01T17:08:53+00:00,
PMC9986963,35666174,10.1111/ene.15437,Association between Liver Fibrosis and Incident Dementia in the UK Biobank Study,TDM,no,yes,1,s3://pmc-oa-opendata/PMC9986963.1/PMC9986963.1.xml?md5=fca2f314c12bda8fc1334378eceac64e,https://pmc-oa-opendata.s3.amazonaws.com/PMC9986963.1/PMC9986963.1.xml,fca2f314c12bda8fc1334378eceac64e,fca2f314c12bda8fc1334378eceac64e,yes,PMC9986963.xml,97306,ok,200,1,2026-09-01T15:48:07+00:00,
PMC9986974,35447369,10.1016/j.neurobiolaging.2022.03.005,Rates of β-amyloid deposition indicate widespread simultaneous accumulation throughout the brain,TDM,no,yes,1,s3://pmc-oa-opendata/PMC9986974.1/PMC9986974.1.xml?md5=447de3e53266f1cfb098816c8cc5a40a,https://pmc-oa-opendata.s3.amazonaws.com/PMC9986974.1/PMC9986974.1.xml,447de3e53266f1cfb098816c8cc5a40a,447de3e53266f1cfb098816c8cc5a40a,yes,PMC9986974.xml,182937,ok,200,1,2026-09-01T15:35:56+00:00,
PMC9987044,36879340,10.1186/s13195-023-01183-z,Rationale for the selection of dual primary endpoints in prevention studies of cognitively unimpaired individuals at genetic risk for developing symptoms of Alzheimer’s disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9987044.1/PMC9987044.1.xml?md5=6e921e6050b7ad873a91e40a7950d02a,https://pmc-oa-opendata.s3.amazonaws.com/PMC9987044.1/PMC9987044.1.xml,6e921e6050b7ad873a91e40a7950d02a,6e921e6050b7ad873a91e40a7950d02a,yes,PMC9987044.xml,127724,ok,200,1,2026-09-01T17:08:14+00:00,
PMC9987068,36879327,10.1186/s13195-023-01191-z,Restless leg syndrome and risk of all-cause dementia: a nationwide retrospective cohort study,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9987068.1/PMC9987068.1.xml?md5=e5eaaba5dde84412f735a1bc4061cd9f,https://pmc-oa-opendata.s3.amazonaws.com/PMC9987068.1/PMC9987068.1.xml,e5eaaba5dde84412f735a1bc4061cd9f,e5eaaba5dde84412f735a1bc4061cd9f,yes,PMC9987068.xml,104384,ok,200,1,2026-09-01T17:08:12+00:00,
PMC9987190,37113444,10.2196/36871,Codeveloping and Evaluating a Campaign to Reduce Dementia Misconceptions on Twitter: Machine Learning Study,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9987190.1/PMC9987190.1.xml?md5=4637bd74dc0ce7d250b1d2bd4599f762,https://pmc-oa-opendata.s3.amazonaws.com/PMC9987190.1/PMC9987190.1.xml,4637bd74dc0ce7d250b1d2bd4599f762,4637bd74dc0ce7d250b1d2bd4599f762,yes,PMC9987190.xml,114252,ok,200,1,2026-09-01T17:25:18+00:00,
PMC9987237,36891133,10.2147/CIA.S377917,"The PAPA Questionnaire: Assessment of Long-Term Engagement in Activities, with Separate Quantification of Their Physical, Cognitive, and Social Components",CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC9987237.1/PMC9987237.1.xml?md5=7702ae9ed4cd0d732e4d2363907ab4ca,https://pmc-oa-opendata.s3.amazonaws.com/PMC9987237.1/PMC9987237.1.xml,7702ae9ed4cd0d732e4d2363907ab4ca,7702ae9ed4cd0d732e4d2363907ab4ca,yes,PMC9987237.xml,125008,ok,200,1,2026-09-01T17:08:49+00:00,
PMC9987247,36891557,10.3389/fnagi.2023.1044807,Longitudinal changes in participant and informant reports of subjective cognitive complaints are associated with dementia risk,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9987247.1/PMC9987247.1.xml?md5=5f54b45ce1718cd930d83f9af45272b6,https://pmc-oa-opendata.s3.amazonaws.com/PMC9987247.1/PMC9987247.1.xml,5f54b45ce1718cd930d83f9af45272b6,5f54b45ce1718cd930d83f9af45272b6,yes,PMC9987247.xml,126114,ok,200,1,2026-09-01T17:08:57+00:00,
PMC9987518,36891148,10.3389/fnhum.2023.1063674,A scoping review of cognitive assessment tools and domains for chemotherapy-induced cognitive impairments in cancer survivors,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9987518.1/PMC9987518.1.xml?md5=031c6d91582ada4b656d3be8fdf1ac38,https://pmc-oa-opendata.s3.amazonaws.com/PMC9987518.1/PMC9987518.1.xml,031c6d91582ada4b656d3be8fdf1ac38,031c6d91582ada4b656d3be8fdf1ac38,yes,PMC9987518.xml,147929,ok,200,1,2026-09-01T17:08:51+00:00,
PMC9987579,35643187,10.1016/j.nbd.2022.105776,Quantifying cerebrospinal fluid dynamics: A review of human neuroimaging contributions to CSF physiology and neurodegenerative disease,CC BY-NC-ND,no,yes,1,s3://pmc-oa-opendata/PMC9987579.1/PMC9987579.1.xml?md5=b7d20a6e8003d25f9f0f6643b8b4ace5,https://pmc-oa-opendata.s3.amazonaws.com/PMC9987579.1/PMC9987579.1.xml,b7d20a6e8003d25f9f0f6643b8b4ace5,b7d20a6e8003d25f9f0f6643b8b4ace5,yes,PMC9987579.xml,200180,ok,200,1,2026-09-01T15:46:47+00:00,
PMC9988262,36607335,10.7554/eLife.81869,Multimodal brain age estimates relate to Alzheimer disease biomarkers and cognition in early stages: a cross-sectional observational study,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9988262.1/PMC9988262.1.xml?md5=ad20ad884b2f001c5ee1ff99d880dff5,https://pmc-oa-opendata.s3.amazonaws.com/PMC9988262.1/PMC9988262.1.xml,ad20ad884b2f001c5ee1ff99d880dff5,ad20ad884b2f001c5ee1ff99d880dff5,yes,PMC9988262.xml,342278,ok,200,1,2026-09-01T16:48:45+00:00,
PMC9988314,36921481,10.1016/j.ijmedinf.2023.105039,Clinical prediction rules for adverse evolution in patients with COVID-19 by the Omicron variant,,no,no,1,s3://pmc-oa-opendata/PMC9988314.1/PMC9988314.1.xml?md5=f41ef42b418dcfbd1e4563d6d08f1b41,https://pmc-oa-opendata.s3.amazonaws.com/PMC9988314.1/PMC9988314.1.xml,f41ef42b418dcfbd1e4563d6d08f1b41,f41ef42b418dcfbd1e4563d6d08f1b41,yes,PMC9988314.xml,160681,ok,200,1,2026-09-01T17:11:18+00:00,
PMC9988850,36878976,10.1038/s41598-023-30379-4,Longitudinal follow-up study of the association with gout and Alzheimer’s disease and Parkinson’s disease in Korea,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9988850.1/PMC9988850.1.xml?md5=6b1729150af05ad3a6f32e85e5ea66fb,https://pmc-oa-opendata.s3.amazonaws.com/PMC9988850.1/PMC9988850.1.xml,6b1729150af05ad3a6f32e85e5ea66fb,6b1729150af05ad3a6f32e85e5ea66fb,yes,PMC9988850.xml,109069,ok,200,1,2026-09-01T17:08:09+00:00,
PMC9989079,36896196,10.1007/s13691-023-00597-8,Proton beam therapy for cervical lymph node metastasis in an octogenarian with melanoma of unknown primary: a case report,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9989079.1/PMC9989079.1.xml?md5=c6c7130e7cec46faf2faf103f2b5b19c,https://pmc-oa-opendata.s3.amazonaws.com/PMC9989079.1/PMC9989079.1.xml,c6c7130e7cec46faf2faf103f2b5b19c,c6c7130e7cec46faf2faf103f2b5b19c,yes,PMC9989079.xml,37591,ok,200,1,2026-09-01T17:09:22+00:00,
PMC9989166,36896346,10.3389/fpsyt.2023.1054163,Probing the relevance of the accelerated aging mouse line SAMP8 as a model for certain types of neuropsychiatric symptoms in dementia,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9989166.1/PMC9989166.1.xml?md5=7e289a7ef27af91090be82e4a7a8ed3e,https://pmc-oa-opendata.s3.amazonaws.com/PMC9989166.1/PMC9989166.1.xml,7e289a7ef27af91090be82e4a7a8ed3e,7e289a7ef27af91090be82e4a7a8ed3e,yes,PMC9989166.xml,79230,ok,200,1,2026-09-01T17:09:25+00:00,
PMC9989175,36895559,10.3389/fimmu.2023.1115202,Integration of bulk RNA sequencing and single-cell analysis reveals a global landscape of DNA damage response in the immune environment of Alzheimer’s disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9989175.1/PMC9989175.1.xml?md5=e95c12a39cb50cc5934fae5cb213af43,https://pmc-oa-opendata.s3.amazonaws.com/PMC9989175.1/PMC9989175.1.xml,e95c12a39cb50cc5934fae5cb213af43,e95c12a39cb50cc5934fae5cb213af43,yes,PMC9989175.xml,165886,ok,200,1,2026-09-01T17:09:19+00:00,
PMC9989409,36896333,10.1177/23337214231159759,Alzheimer’s Disease is a Disorder of Consciousness,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC9989409.1/PMC9989409.1.xml?md5=dd19a39448bdf6f98a29211c1bbc9002,https://pmc-oa-opendata.s3.amazonaws.com/PMC9989409.1/PMC9989409.1.xml,dd19a39448bdf6f98a29211c1bbc9002,dd19a39448bdf6f98a29211c1bbc9002,yes,PMC9989409.xml,24017,ok,200,1,2026-09-01T17:09:23+00:00,
PMC9989900,36877520,10.1001/jamanetworkopen.2023.1661,Association of Education With Dementia Incidence Stratified by Ethnicity and Nativity in a Cohort of Older Asian American Individuals,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9989900.1/PMC9989900.1.xml?md5=2f910a783d3ffcceb1c6bfccf111c46b,https://pmc-oa-opendata.s3.amazonaws.com/PMC9989900.1/PMC9989900.1.xml,2f910a783d3ffcceb1c6bfccf111c46b,2f910a783d3ffcceb1c6bfccf111c46b,yes,PMC9989900.xml,100811,ok,200,1,2026-09-01T17:08:03+00:00,
PMC9989959,36877496,10.1001/jamaneurol.2023.0050,Alzheimer Disease Blood Biomarkers in Patients With Out-of-Hospital Cardiac Arrest,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9989959.1/PMC9989959.1.xml?md5=7180d41a597a831d03b32252115030d2,https://pmc-oa-opendata.s3.amazonaws.com/PMC9989959.1/PMC9989959.1.xml,7180d41a597a831d03b32252115030d2,7180d41a597a831d03b32252115030d2,yes,PMC9989959.xml,107509,ok,200,1,2026-09-01T17:08:01+00:00,
PMC9990271,36879199,10.1186/s12877-022-03527-0,Psychometric properties of the Alzheimer’s Disease Cooperative Study – Activities of Daily Living for Mild Cognitive Impairment (ADCS-MCI-ADL) scale: a post hoc analysis of the ADCS ADC-008 trial,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9990271.1/PMC9990271.1.xml?md5=d8cc0743566ac652cdcb25caba6bc430,https://pmc-oa-opendata.s3.amazonaws.com/PMC9990271.1/PMC9990271.1.xml,d8cc0743566ac652cdcb25caba6bc430,d8cc0743566ac652cdcb25caba6bc430,yes,PMC9990271.xml,120809,ok,200,1,2026-09-01T17:08:11+00:00,
PMC9990456,36502316,10.3233/JAD-210533,Association of Brain Volume and Retinal Thickness in the Early Stages of Alzheimer’s Disease,TDM,no,yes,1,s3://pmc-oa-opendata/PMC9990456.1/PMC9990456.1.xml?md5=2c58bc3e488c286abfc0f489002170f0,https://pmc-oa-opendata.s3.amazonaws.com/PMC9990456.1/PMC9990456.1.xml,2c58bc3e488c286abfc0f489002170f0,2c58bc3e488c286abfc0f489002170f0,yes,PMC9990456.xml,83024,ok,200,1,2026-09-01T16:40:30+00:00,
PMC9990522,35398188,10.1016/j.neulet.2022.136618,Changes in pairwise functional connectivity associated with changes in cognitive performance in cognitively normal older individuals: A two-year observational study,TDM,no,yes,1,s3://pmc-oa-opendata/PMC9990522.1/PMC9990522.1.xml?md5=c44fb4a3021c5ce62e582504e82f3755,https://pmc-oa-opendata.s3.amazonaws.com/PMC9990522.1/PMC9990522.1.xml,c44fb4a3021c5ce62e582504e82f3755,c44fb4a3021c5ce62e582504e82f3755,yes,PMC9990522.xml,136680,ok,200,1,2026-09-01T15:32:44+00:00,
PMC9990848,36517236,10.1212/WNL.0000000000201647,CSF P-Tau181 and Other Biomarkers in Patients With Neuronal Intranuclear Inclusion Disease,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC9990848.1/PMC9990848.1.xml?md5=a0191aa6865f790da5f61a1d1f9e3aa2,https://pmc-oa-opendata.s3.amazonaws.com/PMC9990848.1/PMC9990848.1.xml,a0191aa6865f790da5f61a1d1f9e3aa2,a0191aa6865f790da5f61a1d1f9e3aa2,yes,PMC9990848.xml,96080,ok,200,1,2026-09-01T16:41:42+00:00,
PMC9990945,36881554,10.1371/journal.pbio.3002017,Loss of the m6A methyltransferase METTL3 in monocyte-derived macrophages ameliorates Alzheimer’s disease pathology in mice,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9990945.1/PMC9990945.1.xml?md5=e8405ad836b560bea29b49eb1e98bb76,https://pmc-oa-opendata.s3.amazonaws.com/PMC9990945.1/PMC9990945.1.xml,e8405ad836b560bea29b49eb1e98bb76,e8405ad836b560bea29b49eb1e98bb76,yes,PMC9990945.xml,193299,ok,200,1,2026-09-01T17:08:27+00:00,
PMC9991506,36895955,10.1093/braincomms/fcad030,Characterization of spastic paraplegia in a family with a novel PSEN1 mutation,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9991506.1/PMC9991506.1.xml?md5=58a43648942d21377f41f5ae4a8c18e1,https://pmc-oa-opendata.s3.amazonaws.com/PMC9991506.1/PMC9991506.1.xml,58a43648942d21377f41f5ae4a8c18e1,58a43648942d21377f41f5ae4a8c18e1,yes,PMC9991506.xml,124005,ok,200,1,2026-09-01T17:09:20+00:00,
PMC9991924,36635496,10.1038/s41593-022-01240-0,A TREM2-activating antibody with a blood–brain barrier transport vehicle enhances microglial metabolism in Alzheimer’s disease models,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9991924.1/PMC9991924.1.xml?md5=5c603b25e00db1d482e5fffefd08ec25,https://pmc-oa-opendata.s3.amazonaws.com/PMC9991924.1/PMC9991924.1.xml,5c603b25e00db1d482e5fffefd08ec25,5c603b25e00db1d482e5fffefd08ec25,yes,PMC9991924.xml,192942,ok,200,1,2026-09-01T16:51:05+00:00,
PMC9991935,36200297,10.1177/07334648221128286,The Role of Dementia and Residential Service Agency Characteristics in the Care Experiences of Maryland Medicaid Home and Community-Based Service Participants and Family and Unpaid Caregivers,TDM,no,yes,1,s3://pmc-oa-opendata/PMC9991935.1/PMC9991935.1.xml?md5=e5eb98b9ca84d18d4c6c9031dcccd229,https://pmc-oa-opendata.s3.amazonaws.com/PMC9991935.1/PMC9991935.1.xml,e5eb98b9ca84d18d4c6c9031dcccd229,e5eb98b9ca84d18d4c6c9031dcccd229,yes,PMC9991935.xml,117349,ok,200,1,2026-09-01T16:21:32+00:00,
PMC9991936,36509083,10.1159/000526922,Cognitive Aging in Same- and Different-Sex Relationships: Comparing Age of Diagnosis and Rate of Cognitive Decline in the Health and Retirement Study,TDM,no,yes,1,s3://pmc-oa-opendata/PMC9991936.1/PMC9991936.1.xml?md5=cfae9adf2126339ef1c15196bc2c23be,https://pmc-oa-opendata.s3.amazonaws.com/PMC9991936.1/PMC9991936.1.xml,cfae9adf2126339ef1c15196bc2c23be,cfae9adf2126339ef1c15196bc2c23be,yes,PMC9991936.xml,148516,ok,200,1,2026-09-01T16:41:14+00:00,
PMC9992336,36702211,10.1016/j.neuroimage.2023.119898,Applications of generative adversarial networks in neuroimaging and clinical neuroscience,CC BY-NC-ND,no,yes,1,s3://pmc-oa-opendata/PMC9992336.1/PMC9992336.1.xml?md5=c86a0cdcb52e19919a7c0a1cdac44a88,https://pmc-oa-opendata.s3.amazonaws.com/PMC9992336.1/PMC9992336.1.xml,c86a0cdcb52e19919a7c0a1cdac44a88,c86a0cdcb52e19919a7c0a1cdac44a88,yes,PMC9992336.xml,303136,ok,200,1,2026-09-01T16:55:13+00:00,
PMC9992404,36908462,10.3389/fpubh.2023.958657,The impact of anti-Asian racism on routine activities and mental health among Korean American older adults and their caregivers,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9992404.1/PMC9992404.1.xml?md5=e4b1b07b20fa2fa650a762cd5fa42c15,https://pmc-oa-opendata.s3.amazonaws.com/PMC9992404.1/PMC9992404.1.xml,e4b1b07b20fa2fa650a762cd5fa42c15,e4b1b07b20fa2fa650a762cd5fa42c15,yes,PMC9992404.xml,72149,ok,200,1,2026-09-01T17:10:07+00:00,
PMC9992455,36074015,10.1080/13825585.2022.2120957,Sensitivity of memory subtests and learning slopes from the ADAS-Cog to distinguish along the continuum of the NIA-AA Research Framework for Alzheimer’s Disease,TDM,no,yes,319,s3://pmc-oa-opendata/PMC9992455.319/PMC9992455.319.xml?md5=be35bc5044dda749fb9f55396a63747f,https://pmc-oa-opendata.s3.amazonaws.com/PMC9992455.319/PMC9992455.319.xml,be35bc5044dda749fb9f55396a63747f,be35bc5044dda749fb9f55396a63747f,yes,PMC9992455.xml,144341,ok,200,1,2026-09-01T16:13:45+00:00,
PMC9992546,36909943,10.3389/fnagi.2023.1088829,Correlation between retinal structure and brain multimodal magnetic resonance imaging in patients with Alzheimer’s disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9992546.1/PMC9992546.1.xml?md5=229df290f106021f90dd00decddb8ee2,https://pmc-oa-opendata.s3.amazonaws.com/PMC9992546.1/PMC9992546.1.xml,229df290f106021f90dd00decddb8ee2,229df290f106021f90dd00decddb8ee2,yes,PMC9992546.xml,147281,ok,200,1,2026-09-01T17:10:22+00:00,
PMC9992756,36357168,10.1136/jnnp-2022-330052,CSF ferritin in the clinicopathological progression of Alzheimer’s disease and associations with APOE and inflammation biomarkers,TDM,no,yes,1,s3://pmc-oa-opendata/PMC9992756.1/PMC9992756.1.xml?md5=809eb1dbd322f5b3a96c44025778c35b,https://pmc-oa-opendata.s3.amazonaws.com/PMC9992756.1/PMC9992756.1.xml,809eb1dbd322f5b3a96c44025778c35b,809eb1dbd322f5b3a96c44025778c35b,yes,PMC9992756.xml,145870,ok,200,1,2026-09-01T16:31:46+00:00,
PMC9992803,36909947,10.3389/fnagi.2023.1121500,PASSED: Brain atrophy in non-demented individuals in a long-term longitudinal study from two independent cohorts,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9992803.1/PMC9992803.1.xml?md5=d5a2166a31cb4f96d65ca6621fb6950e,https://pmc-oa-opendata.s3.amazonaws.com/PMC9992803.1/PMC9992803.1.xml,d5a2166a31cb4f96d65ca6621fb6950e,d5a2166a31cb4f96d65ca6621fb6950e,yes,PMC9992803.xml,122619,ok,200,1,2026-09-01T17:10:24+00:00,
PMC9993425,35678403,10.1212/CON.0000000000001133,The Value of Neuroimaging in Dementia Diagnosis,TDM,no,yes,1,s3://pmc-oa-opendata/PMC9993425.1/PMC9993425.1.xml?md5=69ef7735e12a3ba04731e2836dbecc41,https://pmc-oa-opendata.s3.amazonaws.com/PMC9993425.1/PMC9993425.1.xml,69ef7735e12a3ba04731e2836dbecc41,69ef7735e12a3ba04731e2836dbecc41,yes,PMC9993425.xml,142715,ok,200,1,2026-09-01T15:48:38+00:00,
PMC9993804,36890488,10.1186/s12888-023-04634-x,Immunological evaluation of patients with Alzheimer's disease based on mitogen-stimulated cytokine productions and mitochondrial DNA indicators,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9993804.1/PMC9993804.1.xml?md5=2a7e5726bc13b41c1865dbbab78ebaea,https://pmc-oa-opendata.s3.amazonaws.com/PMC9993804.1/PMC9993804.1.xml,2a7e5726bc13b41c1865dbbab78ebaea,2a7e5726bc13b41c1865dbbab78ebaea,yes,PMC9993804.xml,76544,ok,200,1,2026-09-01T17:08:45+00:00,
PMC9994164,36911358,10.1002/dad2.12406,Reliability of the NACC Telephone‐administered Neuropsychological Battery (T‐cog) and Montreal Cognitive Assessment for participants in the USC ADRC,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC9994164.1/PMC9994164.1.xml?md5=4531cd6ded72ef19690189b4f6075006,https://pmc-oa-opendata.s3.amazonaws.com/PMC9994164.1/PMC9994164.1.xml,4531cd6ded72ef19690189b4f6075006,4531cd6ded72ef19690189b4f6075006,yes,PMC9994164.xml,76961,ok,200,1,2026-09-01T17:10:32+00:00,
PMC9994167,36911360,10.1002/dad2.12409,"Plasma amyloid beta 40/42, phosphorylated tau 181, and neurofilament light are associated with cognitive impairment and neuropathological changes among World Trade Center responders: A prospective cohort study of exposures and cognitive aging at midlife",CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC9994167.1/PMC9994167.1.xml?md5=7d5038b097896f32d914d715e35eb7c4,https://pmc-oa-opendata.s3.amazonaws.com/PMC9994167.1/PMC9994167.1.xml,7d5038b097896f32d914d715e35eb7c4,7d5038b097896f32d914d715e35eb7c4,yes,PMC9994167.xml,137171,ok,200,1,2026-09-01T17:10:33+00:00,
PMC9994676,36888666,10.1371/journal.pone.0281158,Retrospective study of more than 5 million emergency admissions to hospitals in England: Epidemiology and outcomes for people with dementia,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9994676.1/PMC9994676.1.xml?md5=0cad9563835106feabd1222ecceeae42,https://pmc-oa-opendata.s3.amazonaws.com/PMC9994676.1/PMC9994676.1.xml,0cad9563835106feabd1222ecceeae42,0cad9563835106feabd1222ecceeae42,yes,PMC9994676.xml,257579,ok,200,1,2026-09-01T17:08:38+00:00,
PMC9995316,37015322,10.1016/j.jamda.2023.02.111,Racial/Ethnic Differences in Risk Factors Associated With Severe COVID-19 Among Older Adults With ADRD,,no,no,1,s3://pmc-oa-opendata/PMC9995316.1/PMC9995316.1.xml?md5=6eb8794a5e91d64c31a41931e405ca89,https://pmc-oa-opendata.s3.amazonaws.com/PMC9995316.1/PMC9995316.1.xml,6eb8794a5e91d64c31a41931e405ca89,6eb8794a5e91d64c31a41931e405ca89,yes,PMC9995316.xml,212463,ok,200,1,2026-09-01T17:18:25+00:00,
PMC9995532,36890343,10.1038/s42003-023-04606-7,Protein fibril length in cerebrospinal fluid is increased in Alzheimer’s disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9995532.1/PMC9995532.1.xml?md5=2dc338e69510454b6f4638994e9d9092,https://pmc-oa-opendata.s3.amazonaws.com/PMC9995532.1/PMC9995532.1.xml,2dc338e69510454b6f4638994e9d9092,2dc338e69510454b6f4638994e9d9092,yes,PMC9995532.xml,117906,ok,200,1,2026-09-01T17:08:42+00:00,
PMC9995585,36908797,10.3389/fnins.2023.1089300,Altered glutamate–glutamine and amide proton transfer-weighted values in the hippocampus of patients with amnestic mild cognitive impairment: A novel combined imaging diagnostic marker,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9995585.1/PMC9995585.1.xml?md5=fe61f6afd4a45a3b7279986d0b48f5c4,https://pmc-oa-opendata.s3.amazonaws.com/PMC9995585.1/PMC9995585.1.xml,fe61f6afd4a45a3b7279986d0b48f5c4,fe61f6afd4a45a3b7279986d0b48f5c4,yes,PMC9995585.xml,99783,ok,200,1,2026-09-01T17:10:10+00:00,
PMC9995621,36089183,10.1016/j.neuroimage.2022.119621,Investigating the temporal pattern of neuroimaging-based brain age estimation as a biomarker for Alzheimer’s Disease related neurodegeneration,CC BY-NC-ND,no,yes,1,s3://pmc-oa-opendata/PMC9995621.1/PMC9995621.1.xml?md5=72f6150d9ec954d7c9d3c218ad8d7627,https://pmc-oa-opendata.s3.amazonaws.com/PMC9995621.1/PMC9995621.1.xml,72f6150d9ec954d7c9d3c218ad8d7627,72f6150d9ec954d7c9d3c218ad8d7627,yes,PMC9995621.xml,249573,ok,200,1,2026-09-01T16:14:30+00:00,
PMC9995931,36908784,10.3389/fnins.2023.1076177,Macular vessel density in the superficial plexus is not associated to cerebrospinal fluid core biomarkers for Alzheimer’s disease in individuals with mild cognitive impairment: The NORFACE cohort,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9995931.1/PMC9995931.1.xml?md5=3624a55f6a2c1fdf6547725ba9c90c76,https://pmc-oa-opendata.s3.amazonaws.com/PMC9995931.1/PMC9995931.1.xml,3624a55f6a2c1fdf6547725ba9c90c76,3624a55f6a2c1fdf6547725ba9c90c76,yes,PMC9995931.xml,167393,ok,200,1,2026-09-01T17:10:08+00:00,
PMC9995946,36910862,10.3389/fnagi.2022.943566,Patterns of structure-function association in normal aging and in Alzheimer's disease: Screening for mild cognitive impairment and dementia with ML regression and classification models,CC BY,no,no,1,s3://pmc-oa-opendata/PMC9995946.1/PMC9995946.1.xml?md5=650cd418ed3ba44348d84a7b60ddaaab,https://pmc-oa-opendata.s3.amazonaws.com/PMC9995946.1/PMC9995946.1.xml,650cd418ed3ba44348d84a7b60ddaaab,650cd418ed3ba44348d84a7b60ddaaab,yes,PMC9995946.xml,216515,ok,200,1,2026-09-01T17:10:29+00:00,
