canonical_document_id,duplicate_document_id,duplicate_reason,similarity_method,similarity_score,decision
PMC544531.1,PMC6858595.1,doi,exact_key,1.0,recorded_not_deleted
PMC6874619.1,PMC6874619.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC6875739.1,doi,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC6884019.1,doi,exact_key,1.0,recorded_not_deleted
PMC6885026.1,PMC6885026.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6885083.1,PMC6885083.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6890625.1,PMC6890625.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6891000.1,PMC6891000.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6898753.1,PMC6898753.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6904249.1,PMC6904249.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6904423.2,PMC6904423.3,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC6913821.1,doi,exact_key,1.0,recorded_not_deleted
PMC6914359.1,PMC6914359.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6914359.1,PMC6914359.358,pmid,exact_key,1.0,recorded_not_deleted
PMC6916291.1,PMC6916291.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6916416.1,PMC6916416.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6920524.1,PMC6920524.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6923354.1,PMC6923354.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6924538.1,PMC6924538.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6925069.1,PMC6925069.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6928390.1,PMC6928390.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6943888.1,PMC6943888.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6944510.1,PMC6944510.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC6948350.1,doi,exact_key,1.0,recorded_not_deleted
PMC6952536.1,PMC6952536.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC6956992.1,doi,exact_key,1.0,recorded_not_deleted
PMC6620442.1,PMC6974836.1,title_year,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC6974866.1,doi,exact_key,1.0,recorded_not_deleted
PMC6976616.1,PMC6976616.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6976617.1,PMC6976617.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6980445.1,PMC6980445.2,pmid,exact_key,1.0,recorded_not_deleted
PMC6985182.1,PMC6985182.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7001143.1,PMC7001143.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7001561.1,doi,exact_key,1.0,recorded_not_deleted
PMC7008146.1,PMC7008146.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7044757.1,PMC7044757.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7048875.1,PMC7048875.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7056686.1,PMC7056686.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7056686.1,PMC7056686.319,pmid,exact_key,1.0,recorded_not_deleted
PMC7058558.1,PMC7058558.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7064898.1,PMC7064898.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7065086.1,PMC7065086.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7067723.1,PMC7067723.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7069543.1,doi,exact_key,1.0,recorded_not_deleted
PMC7074594.1,PMC7074594.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7079802.1,PMC7079802.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7079832.1,PMC7079832.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7100005.1,PMC7100005.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7104233.1,PMC7104233.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7104322.1,PMC7104322.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7104324.1,PMC7104324.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7116406.1,PMC7116406.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7118447.1,PMC7118447.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7118447.1,PMC7118447.3,pmid,exact_key,1.0,recorded_not_deleted
PMC7129764.1,PMC7129764.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7130446.1,PMC7130446.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7145452.1,PMC7145452.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7148158.1,PMC7148158.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7151662.1,PMC7151662.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7166251.1,PMC7166251.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7190606.1,PMC7190606.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7195897.1,PMC7195897.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7197050.1,doi,exact_key,1.0,recorded_not_deleted
PMC7201396.1,PMC7201396.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7212081.1,PMC7212081.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7222955.1,PMC7222955.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7231700.1,doi,exact_key,1.0,recorded_not_deleted
PMC7234982.1,PMC7234982.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7243203.1,PMC7243203.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7247778.1,PMC7247778.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7262279.1,PMC7262279.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7266801.1,PMC7266801.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7268151.1,PMC7268151.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7273240.1,PMC7273240.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7274941.1,PMC7274941.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7281688.1,PMC7281688.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7282987.1,PMC7282987.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7282987.1,PMC7282987.3,pmid,exact_key,1.0,recorded_not_deleted
PMC7283764.1,PMC7283764.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7293797.1,PMC7293797.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7309209.1,PMC7309209.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7309672.1,doi,exact_key,1.0,recorded_not_deleted
PMC7311798.1,PMC7311798.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7317930.1,PMC7317930.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7325839.1,PMC7325839.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7338820.1,PMC7338820.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7340203.1,PMC7340203.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7348416.1,doi,exact_key,1.0,recorded_not_deleted
PMC7356129.1,PMC7356129.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7357601.1,PMC7357601.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7363174.1,doi,exact_key,1.0,recorded_not_deleted
PMC7363568.1,PMC7363568.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7364264.1,PMC7364264.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7370630.1,PMC7370630.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7382967.1,PMC7382967.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7383746.1,PMC7383746.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7383906.1,PMC7383906.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7384146.1,PMC7384146.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7385904.1,PMC7385904.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7386201.1,PMC7386201.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7392565.1,PMC7392565.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7395214.1,PMC7395214.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7396808.1,PMC7396808.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7399589.1,PMC7399589.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7400751.1,PMC7400751.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7409390.1,doi,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7425805.1,doi,exact_key,1.0,recorded_not_deleted
PMC7426306.1,PMC7426306.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7429133.1,PMC7429133.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7430096.1,PMC7430096.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7364858.1,PMC7437724.1,title_year,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7437952.1,doi,exact_key,1.0,recorded_not_deleted
PMC7443373.1,PMC7443373.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7444936.1,PMC7444936.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7445393.1,PMC7445393.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7453144.1,PMC7453144.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7463108.1,PMC7463108.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7463163.1,PMC7463163.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7470775.1,PMC7470775.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7470778.1,PMC7470778.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7470807.1,PMC7470807.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7470853.1,PMC7470853.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7470889.1,PMC7470889.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7471418.1,PMC7471418.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7471460.1,PMC7471460.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7472680.1,PMC7472680.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7475633.1,doi,exact_key,1.0,recorded_not_deleted
PMC7477069.1,PMC7477069.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7477886.1,PMC7477886.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7478902.1,PMC7478902.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7486591.1,PMC7486591.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7491202.1,PMC7491202.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7491360.1,PMC7491360.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7492182.1,PMC7492182.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7493441.1,doi,exact_key,1.0,recorded_not_deleted
PMC7497413.1,PMC7497413.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7498987.1,PMC7498987.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7520540.1,PMC7520540.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7521132.1,PMC7521132.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7524597.1,PMC7524597.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7527291.1,PMC7527291.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7530547.1,PMC7530547.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7537800.1,PMC7537800.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7537951.1,PMC7537951.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7538167.1,PMC7538167.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7538764.1,PMC7538764.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7545375.1,PMC7545375.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7548124.1,PMC7548124.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7550554.1,PMC7550554.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7552584.1,PMC7552584.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7562690.1,PMC7562690.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7571527.1,PMC7571527.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7575404.1,PMC7575404.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7575905.1,PMC7575905.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7582766.1,PMC7582766.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7585931.1,PMC7585931.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7594989.1,PMC7594989.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7597371.1,PMC7597371.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7605586.1,PMC7605586.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7608191.1,PMC7608191.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7608234.1,PMC7608234.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7608338.1,PMC7608338.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7608350.1,PMC7608350.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7608361.1,PMC7608361.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7608370.1,PMC7608370.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7609295.1,PMC7609295.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7609299.1,PMC7609299.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7609319.1,PMC7609319.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7612543.1,PMC7612543.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7614527.1,PMC7614527.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7614734.1,PMC7614734.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7614869.1,PMC7614869.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7615156.1,PMC7615156.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7615480.1,PMC7615480.358,pmid,exact_key,1.0,recorded_not_deleted
PMC7615574.1,PMC7615574.358,pmid,exact_key,1.0,recorded_not_deleted
PMC7616849.1,PMC7616849.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7617268.1,PMC7617268.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7617319.1,PMC7617319.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7617411.1,PMC7617411.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7617421.1,PMC7617421.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7617437.1,PMC7617437.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7617556.1,PMC7617556.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7618729.1,PMC7618729.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7642580.1,PMC7642580.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7647445.1,PMC7647445.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7657010.1,PMC7657010.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7658065.1,PMC7658065.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7664503.1,PMC7664503.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7671981.1,PMC7671981.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7671991.1,PMC7671991.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7683259.1,PMC7683259.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7683959.1,PMC7683959.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7690653.1,PMC7690653.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7690653.1,PMC7690653.3,pmid,exact_key,1.0,recorded_not_deleted
PMC7691955.1,PMC7691955.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7705644.1,PMC7705644.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7717689.1,doi,exact_key,1.0,recorded_not_deleted
PMC7719735.1,PMC7719735.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7729136.1,PMC7729136.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7738245.1,PMC7738245.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7744007.1,PMC7744007.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7752786.1,PMC7752786.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7770499.1,PMC7770499.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7770747.1,PMC7770747.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7772800.1,PMC7772800.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7779651.1,PMC7779651.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7781322.1,PMC7781322.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7785685.1,PMC7785685.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7785969.1,PMC7785969.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7787127.1,PMC7787127.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7787225.1,PMC7787225.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7787247.1,PMC7787247.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7787879.1,PMC7787879.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7787932.1,PMC7787932.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7790335.1,PMC7790335.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7794637.1,PMC7794637.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7799167.1,PMC7799167.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7804907.1,PMC7804907.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7806279.1,PMC7806279.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7808053.1,PMC7808053.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7810128.1,PMC7810128.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7811944.1,PMC7811944.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7817447.1,PMC7817447.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7820108.1,PMC7820108.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7836343.1,PMC7836343.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7836528.1,PMC7836528.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7845146.1,PMC7845146.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7849618.1,PMC7849618.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7855834.1,PMC7855834.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7857100.1,PMC7857100.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7861583.1,PMC7861583.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7868465.1,PMC7868465.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7868671.1,PMC7868671.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7871416.1,PMC7871416.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7880511.1,PMC7880511.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7881060.1,PMC7881060.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7881394.1,doi,exact_key,1.0,recorded_not_deleted
PMC7884062.1,PMC7884062.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7885005.1,doi,exact_key,1.0,recorded_not_deleted
PMC7885144.1,PMC7885144.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7891436.1,PMC7891436.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7891467.1,PMC7891467.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7895745.1,PMC7895745.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7897934.1,PMC7897934.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7898727.1,PMC7898727.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7901512.1,PMC7901512.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7901515.1,PMC7901515.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7903400.1,PMC7903400.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7904508.1,PMC7904508.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7904544.1,PMC7904544.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7904548.1,PMC7904548.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7907981.1,PMC7907981.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7907983.1,PMC7907983.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7907999.1,PMC7907999.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7912967.1,PMC7912967.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7928642.1,PMC7928642.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7929084.1,doi,exact_key,1.0,recorded_not_deleted
PMC7929222.1,PMC7929222.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7929736.1,PMC7929736.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7931170.1,PMC7931170.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7932454.1,PMC7932454.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7932761.1,PMC7932761.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7932832.1,PMC7932832.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7932834.1,PMC7932834.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7937361.1,PMC7937361.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7941117.1,PMC7941117.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7948657.1,PMC7948657.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7952494.1,PMC7952494.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7955025.1,PMC7955025.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7957465.1,PMC7957465.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7971404.1,PMC7971404.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7983911.1,PMC7983911.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7984100.1,PMC7984100.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7987552.1,PMC7987552.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7990416.1,PMC7990416.2,pmid,exact_key,1.0,recorded_not_deleted
PMC7992130.1,PMC7992130.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC7995946.1,doi,exact_key,1.0,recorded_not_deleted
PMC7997139.1,PMC7997139.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8006127.1,PMC8006127.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8008333.1,PMC8008333.2,pmid,exact_key,1.0,recorded_not_deleted
PMC544531.1,PMC8008406.1,doi,exact_key,1.0,recorded_not_deleted
PMC8008788.1,PMC8008788.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8011046.1,PMC8011046.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8012747.1,PMC8012747.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8016734.1,PMC8016734.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8018166.1,PMC8018166.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8019089.1,PMC8019089.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8023523.1,PMC8023523.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8023694.1,PMC8023694.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8035874.1,PMC8035874.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8038991.1,PMC8038991.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8041337.1,PMC8041337.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8041365.1,PMC8041365.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8043919.1,PMC8043919.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8044003.1,PMC8044003.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8050992.1,PMC8050992.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8054718.1,PMC8054718.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8057661.1,PMC8057661.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8057664.1,PMC8057664.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8058755.1,PMC8058755.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8063580.1,PMC8063580.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8075023.1,PMC8075023.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8076882.1,PMC8076882.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8078026.1,PMC8078026.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8080995.1,PMC8080995.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8087897.1,PMC8087897.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8090526.1,PMC8090526.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8098013.1,PMC8098013.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8100361.1,PMC8100361.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8106578.1,PMC8106578.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8107803.1,PMC8107803.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8116867.1,PMC8116867.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8119381.1,PMC8119381.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8131266.1,PMC8131266.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8131404.1,PMC8131404.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8136263.1,PMC8136263.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8136581.1,PMC8136581.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8140749.1,PMC8140749.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8142665.1,PMC8142665.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8142665.1,PMC8142665.3,pmid,exact_key,1.0,recorded_not_deleted
PMC8166157.1,PMC8166157.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8167503.1,PMC8167503.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8168567.1,PMC8168567.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8182347.1,PMC8182347.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8186438.1,PMC8186438.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8187136.1,PMC8187136.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8010732.1,PMC8189279.1,title_year,exact_key,1.0,recorded_not_deleted
PMC8010732.1,PMC8189279.2,title_year,exact_key,1.0,recorded_not_deleted
PMC8190957.1,PMC8190957.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8190957.1,PMC8190957.3,pmid,exact_key,1.0,recorded_not_deleted
PMC8194669.1,PMC8194669.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8195802.1,PMC8195802.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8195901.1,PMC8195901.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8196265.1,PMC8196265.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8197596.1,PMC8197596.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8201462.1,PMC8201462.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8203737.1,PMC8203737.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8206900.1,PMC8206900.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8212172.1,PMC8212172.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8214930.1,PMC8214930.2,pmid,exact_key,1.0,recorded_not_deleted
PMC8215492.1,PMC8215492.2,pmid,exact_key,1.0,recorded_not_deleted
